Keyword,Position,Previous position,Search Volume,Keyword Difficulty,CPC,URL,Traffic,Traffic (%),Traffic Cost,Competition,Number of Results,Trends,Timestamp,SERP Features by Keyword,Keyword Intents,Position Type
ghidra mcp,29,29,480,46,0.00,https://mcp.directory/servers/ghidramcp,0,0,0.00,0.33,119,"24, 16, 24, 24, 24, 20, 20, 20, 24, 36, 55, 100",2026-07-03,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
ghidra mcp,46,46,480,46,0.00,https://mcp.directory/skills/ghidra,0,0,0.00,0.33,119,"24, 16, 24, 24, 24, 20, 20, 20, 24, 36, 55, 100",2026-07-03,"Sitelinks, Reviews, Video, Image, Video Carousel, People also ask, Related searches",informational,Organic
meta ads mcp server,14,14,70,31,6.57,https://mcp.directory/servers/meta-ads,0,0,0.00,0.34,101,"28, 6, 6, 6, 6, 6, 6, 6, 6, 6, 65, 100",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
meta ads mcp server,32,32,70,31,6.57,https://mcp.directory/blog/meta-ads-mcp-facebook-instagram-ai,0,0,0.00,0.34,101,"28, 6, 6, 6, 6, 6, 6, 6, 6, 6, 65, 100",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
meta ads mcp server,56,56,70,31,6.57,https://mcp.directory/blog/meta-ads-cli-mcp,0,0,0.00,0.34,101,"28, 6, 6, 6, 6, 6, 6, 6, 6, 6, 65, 100",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
perpla,63,63,390,24,2.58,https://mcp.directory/servers/perplexity,0,0,0.00,0.32,107000,"16, 5, 8, 37, 11, 11, 11, 20, 100, 2, 16, 31",2026-07-03,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
context7 mcp server documentation,15,15,170,36,0.00,https://mcp.directory/servers/context7,0,0,0.00,0,97,100,2026-07-10,"Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
context7 mcp server documentation,42,42,170,36,0.00,https://mcp.directory/blog/context7-mcp-complete-guide-2026,0,0,0.00,0,97,100,2026-07-10,"Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
anaconda vs alibaba cloud,63,63,90,14,0.00,https://mcp.directory/compare/alibaba-cloud-operations-vs-alibaba-cloud-supabase,0,0,0.00,0,49500,"0, 0, 0, 100, 64, 41, 82, 64, 64, 64, 52, 52",2026-06-13,"Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
anaconda vs alibaba cloud,75,75,90,14,0.00,https://mcp.directory/compare/alibaba-cloud-adb-mysql-vs-aws-athena,0,0,0.00,0,49500,"0, 0, 0, 100, 64, 41, 82, 64, 64, 64, 52, 52",2026-06-13,"Reviews, Video, People also ask, Related searches, AI overview",commercial,Organic
qdrant mcp,21,21,140,31,0.00,https://mcp.directory/servers/better-qdrant,0,0,0.00,0.02,103,"65, 43, 81, 100, 53, 28, 21, 21, 34, 28, 43, 21",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, Related searches",informational,Organic
netlify mcp server,19,19,110,17,0.00,https://mcp.directory/servers/netlify,0,0,0.00,0.06,80,"17, 35, 23, 100, 100, 5, 5, 5, 23, 5, 5, 5",2026-06-29,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","navigational, transactional",Organic
netlify mcp server,20,20,110,17,0.00,https://mcp.directory/servers/netlify,0,0,0.00,0.06,80,"17, 35, 23, 100, 100, 5, 5, 5, 23, 5, 5, 5",2026-06-29,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","navigational, transactional",Organic
netlify mcp server,34,34,110,17,0.00,https://mcp.directory/compare/google-cloud-vs-netlify,0,0,0.00,0.06,80,"17, 35, 23, 100, 100, 5, 5, 5, 23, 5, 5, 5",2026-06-29,"Sitelinks, Reviews, Video, People also ask, Related searches, AI overview","navigational, transactional",Organic
playwright mcp servers,43,43,40,47,3.95,https://mcp.directory/servers/playwright,0,0,0.00,0.07,103,"100, 14, 14, 100, 28, 14, 28, 14, 14, 14, 14, 0",2026-07-10,"Reviews, Video, Video Carousel, People also ask, Related searches, Ads middle, AI overview",commercial,Organic
playwright mcp servers,57,57,40,47,3.95,https://mcp.directory/servers/playwright,0,0,0.00,0.07,103,"100, 14, 14, 100, 28, 14, 28, 14, 14, 14, 14, 0",2026-07-10,"Reviews, Video, Video Carousel, People also ask, Related searches, Ads middle, AI overview",commercial,Organic
most popular mcp servers,32,32,170,25,2.79,https://mcp.directory/awesome-mcp-servers,0,0,0.00,0.14,127,"80, 100, 100, 100, 80, 80, 100, 42, 52, 66, 66, 100",2026-06-03,"Sitelinks, Video, Related searches, Discussions and forums, Ads middle, AI overview",informational,Organic
humanizer skill,20,20,320,15,9.39,https://mcp.directory/skills/humanizer,0,0,0.00,0.04,119,"0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 24, 100",2026-06-03,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
mcp for angular,17,17,40,30,0.00,https://mcp.directory/skills/angular-best-practices,0,0,0.00,0.05,114,"50, 100, 14, 14, 14, 14, 28, 14, 50, 14, 14, 14",2026-07-18,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
zed mcp,23,23,110,14,0.00,https://mcp.directory/clients/zed,0,0,0.00,0.02,103,"100, 80, 42, 65, 42, 26, 26, 26, 19, 26, 26, 19",2026-06-03,"Sitelinks, Video Carousel, Related searches","informational, transactional",Organic
wordpress mcp plugin,28,28,320,30,3.65,https://mcp.directory/servers/wordpress,0,0,0.00,0.15,102,"1, 2, 2, 3, 3, 5, 2, 0, 100, 10, 16, 7",2026-07-13,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
claude code prompting best practices,58,58,70,41,9.28,https://mcp.directory/blog/claude-code-best-practices,0,0,0.00,0.1,147,"21, 21, 21, 35, 64, 50, 64, 100",2026-07-13,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums","commercial, informational",Organic
claude code prompting best practices,62,62,70,41,9.28,https://mcp.directory/blog/claude-code-best-practices,0,0,0.00,0.1,147,"21, 21, 21, 35, 64, 50, 64, 100",2026-07-13,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums","commercial, informational",Organic
ai sdk docs,35,35,110,46,0.00,https://mcp.directory/skills/ai-sdk,0,0,0.00,0.01,99,"3, 3, 3, 34, 100, 34, 34, 43, 53, 43, 15, 15",2026-07-12,"Sitelinks, Reviews, Video, Related searches",navigational,Organic
reachbits,20,20,30,23,3.49,https://mcp.directory/servers/reactbits,0,0,0.00,0.07,115,"9, 100, 63, 45, 63, 0, 0, 0, 0, 0, 0, 0",2026-07-13,"Sitelinks, Reviews, Video, Related searches",informational,Organic
popular mcp servers,21,21,260,24,2.84,https://mcp.directory/servers,0,0,0.00,0.21,114,"28, 43, 82, 66, 66, 53, 35, 66, 43, 82, 100, 82",2026-06-03,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
popular mcp servers,29,29,260,24,2.84,https://mcp.directory/awesome-mcp-servers,0,0,0.00,0.21,114,"28, 43, 82, 66, 66, 53, 35, 66, 43, 82, 100, 82",2026-06-03,"Sitelinks, Video, Related searches, Discussions and forums, AI overview",informational,Organic
mcp superassistant,30,30,170,24,0.00,https://mcp.directory/blog,0,0,0.00,0.04,166,"4, 43, 81, 35, 43, 22, 22, 18, 14, 54, 100, 10",2026-06-07,"Image pack, Sitelinks, Video, Video Carousel, People also ask, Related searches",navigational,Organic
softeria/ms-365-mcp-server,9,9,140,11,11.06,https://mcp.directory/servers/microsoft-365,0,0,0.00,0.05,112,"2, 1, 4, 1, 4, 1, 4, 15, 9, 100, 81, 15",2026-07-12,"Sitelinks, Reviews, Video, Ads bottom, Related searches, AI overview",navigational,Organic
softeria/ms-365-mcp-server,32,32,140,11,11.06,https://mcp.directory/publishers/softeria,0,0,0.00,0.05,112,"2, 1, 4, 1, 4, 1, 4, 15, 9, 100, 81, 15",2026-07-12,"Sitelinks, Reviews, Video, Ads bottom, Related searches, AI overview",navigational,Organic
chatgpt mcp servers,18,18,480,37,11.72,https://mcp.directory/blog/best-mcp-servers-for-chatgpt,0,0,0.00,0.13,106,"100, 100, 100, 100, 100, 0, 17, 0, 14, 14, 14, 14",2026-06-14,"Sitelinks, Video, Video Carousel, Related searches, Discussions and forums, AI overview","commercial, informational",Organic
azure mcp server tools,24,24,40,67,0.00,https://mcp.directory/servers/azure-devops,0,0,0.00,0.33,107,"0, 0, 11, 100, 11, 82, 11, 11, 11, 11, 11, 11",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, Related searches, Discussions and forums",navigational,Organic
whats an mcp server,39,39,320,51,0.80,https://mcp.directory/servers,0,0,0.00,0.18,193,"10, 8, 6, 20, 20, 16, 30, 30, 16, 13, 100, 55",2026-06-02,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
frontend-slides,12,12,110,6,7.61,https://mcp.directory/skills/frontend-slides,0,0,0.00,0.03,0,"0, 0, 0, 0, 0, 0, 0, 0, 2, 54, 44, 100",2026-06-27,"Sitelinks, Video, Video Carousel, Related searches",navigational,Organic
microsoft teams mcp server,28,28,110,38,9.44,https://mcp.directory/servers/microsoft-teams,0,0,0.00,0.01,107,"7, 7, 42, 42, 42, 7, 19, 7, 65, 53, 80, 100",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
microsoft teams mcp server,31,31,110,38,9.44,https://mcp.directory/servers/microsoft-teams,0,0,0.00,0.01,107,"7, 7, 42, 42, 42, 7, 19, 7, 65, 53, 80, 100",2026-07-12,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
mcp server tools,79,79,170,68,5.71,https://mcp.directory/categories/developer-tools,0,0,0.00,0.3,128,"5, 53, 66, 100, 43, 43, 28, 23, 28, 35, 28, 53",2026-06-03,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
mcp server tools,82,82,170,68,5.71,https://mcp.directory/categories/developer-tools,0,0,0.00,0.3,128,"5, 53, 66, 100, 43, 43, 28, 23, 28, 35, 28, 53",2026-06-03,"Sitelinks, Video, Ads bottom, People also ask, Related searches, AI overview",informational,Organic
claude windows mcp,27,27,50,30,13.09,https://mcp.directory/blog/windows-mcp-guide,0,0,0.00,0.06,102,"9, 19, 19, 9, 9, 9, 9, 9, 100, 80, 52, 0",2026-07-13,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
jina_api_key,9,9,50,20,9.30,https://mcp.directory/skills/jina-ai,0,0,0.00,0.1,106,"9, 9, 9, 9, 80, 23, 9, 0, 33, 0, 100, 33",2026-07-09,"Sitelinks, Video, Related searches, AI overview","informational, navigational",Organic
web access skills,42,42,70,12,4.67,https://mcp.directory/skills/web-search,0,0,0.00,0.34,117,"100, 63, 63, 63, 63, 63, 45, 45, 63, 63, 63, 9",2026-06-27,"Video, People also ask, Related searches",informational,Organic
brave search.com,17,17,260,48,0.00,https://mcp.directory/servers/brave-search,0,0,0.00,0.33,0,"100, 0, 0, 0, 0, 5, 7, 8, 0, 11, 13, 7",2026-07-01,"Sitelinks, Reviews, Video",navigational,Organic
mcp server for google analytics,60,60,40,44,0.00,https://mcp.directory/skills/google-analytics,0,0,0.00,0.22,110,"0, 0, 82, 11, 100, 11, 11, 11, 11, 11, 11, 11",2026-07-09,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
claude /effort,34,34,70,27,12.15,https://mcp.directory/blog/claude-code-effort-levels-explained-2026,0,0,0.00,0.04,127,"0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 100, 100",2026-07-12,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
asyncmq,37,37,50,0,3.48,https://mcp.directory/blog,0,0,0.00,0.02,114,"0, 0, 0, 0, 0, 0, 0, 17, 0, 100, 53, 0",2026-07-06,"Sitelinks, Video, Related searches",informational,Organic
brave seatch,15,15,170,82,4.14,https://mcp.directory/servers/brave-search,0,0,0.00,0.33,0,"4, 29, 100, 66, 23, 29, 6, 44, 0, 0, 1, 2",2026-07-04,"Sitelinks, Reviews, Video, Video Carousel, Related searches","navigational, transactional",Organic
best mcp server,12,12,170,50,2.98,https://mcp.directory/awesome-mcp-servers,0,0,0.00,0.31,132,"5, 19, 2, 2, 54, 66, 0, 12, 15, 100, 19, 15",2026-06-30,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, Discussions and forums, Ads middle, AI overview",commercial,Organic
claude perplexity mcp,23,23,50,27,10.47,https://mcp.directory/servers/perplexity,0,0,0.00,0.09,103,"11, 23, 100, 11, 11, 82, 11, 41, 11, 11, 11, 11",2026-07-08,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
flutter skills,28,28,90,29,0.00,https://mcp.directory/skills/flutter-development,0,0,0.00,0.01,130,"3, 3, 3, 3, 3, 3, 3, 3, 3, 6, 28, 100",2026-06-25,"Sitelinks, Reviews, Video, Image, Video Carousel, Related searches, AI overview",informational,Organic
best mcp servers ai tools,57,57,260,13,0.00,https://mcp.directory/blog/top-mcp-servers-for-seo,0,0,0.00,0,159,100,2026-07-05,"Sitelinks, Video, Ads top, Ads bottom, Video Carousel, Related searches, Discussions and forums, AI overview",commercial,Organic
public mcp server,18,18,40,68,3.03,https://mcp.directory/servers,0,0,0.00,0.27,132,"33, 0, 33, 55, 44, 100, 100, 0, 55, 0, 77, 0",2026-06-12,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, Related searches","commercial, informational",Organic
public mcp server,21,21,40,68,3.03,https://mcp.directory/servers,0,0,0.00,0.27,132,"33, 0, 33, 55, 44, 100, 100, 0, 55, 0, 77, 0",2026-06-12,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, Related searches","commercial, informational",Organic
public mcp server,59,59,40,68,3.03,https://mcp.directory/blog/best-free-mcp-servers,0,0,0.00,0.27,132,"33, 0, 33, 55, 44, 100, 100, 0, 55, 0, 77, 0",2026-06-12,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, Related searches","commercial, informational",Organic
public mcp server,71,71,40,68,3.03,https://mcp.directory/blog/best-free-mcp-servers,0,0,0.00,0.27,132,"33, 0, 33, 55, 44, 100, 100, 0, 55, 0, 77, 0",2026-06-12,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, Related searches","commercial, informational",Organic
graphql mcp server,39,39,110,16,4.91,https://mcp.directory/servers/graphql-bridge,0,0,0.00,0.12,128,"3, 53, 53, 53, 100, 34, 81, 6, 6, 6, 6, 6",2026-06-15,"Sitelinks, Reviews, Video, Ads top, Related searches",informational,Organic
js y,27,27,70,42,0.00,https://mcp.directory/skills/yjs,0,0,0.00,0.33,107,"78, 78, 64, 50, 64, 50, 50, 50, 35, 28, 50, 35",2026-07-04,"Sitelinks, Video, People also ask, Related searches, AI overview",informational,Organic
draw.io claude,18,18,70,24,18.74,https://mcp.directory/skills/drawio-diagrams-enhanced,0,0,0.00,0.03,60,"41, 23, 11, 100, 0, 41, 64, 52, 100, 11, 11, 64",2026-07-03,"Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
codex cli config,46,46,70,61,17.73,https://mcp.directory/tools/codex-cli-config-validator,0,0,0.00,0.19,96,"0, 23, 11, 11, 11, 64, 100, 64, 11, 11, 64, 100",2026-06-13,"Video, Ads top, Ads bottom, Related searches, AI overview",informational,Organic
mcp servers vscode,36,36,70,43,0.00,https://mcp.directory/servers/vs-code,0,0,0.00,0.08,98,"11, 23, 100, 100, 64, 64, 64, 11, 11, 11, 17, 11",2026-06-30,"Sitelinks, Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
microsoft 365 mcp,18,18,50,55,0.00,https://mcp.directory/servers/microsoft-365,0,0,0.00,0.33,165,"9, 52, 42, 33, 9, 9, 9, 9, 9, 9, 52, 100",2026-07-10,"Sitelinks, Reviews, Video, Video Carousel, Related searches","informational, transactional",Organic
cherry studio skills,52,52,70,18,0.00,https://mcp.directory/skills,0,0,0.00,0.01,87,"0, 0, 0, 0, 0, 0, 0, 42, 100, 100, 100, 9",2026-07-08,"Sitelinks, Reviews, Video, Related searches","informational, navigational",Organic
windows-mcp claude,27,27,70,48,10.46,https://mcp.directory/blog/windows-mcp-guide,0,0,0.00,0.07,121,"0, 0, 0, 0, 2, 0, 0, 0, 0, 43, 100, 43",2026-07-05,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
rust coder,27,27,140,32,3.16,https://mcp.directory/skills/rust-coding-skill,0,0,0.00,0.02,103,"11, 0, 28, 0, 44, 100, 0, 0, 0, 66, 15, 23",2026-06-09,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
contect7,15,15,110,25,15.55,https://mcp.directory/servers/context7,0,0,0.00,0.03,105,"35, 50, 78, 100, 100, 78, 78, 64, 50, 78, 78, 100",2026-06-17,"Sitelinks, Reviews, Video, People also ask, Related searches",commercial,Organic
mcp language server,31,31,40,9,0.00,https://mcp.directory/blog,0,0,0.00,0.33,132,"5, 100, 64, 64, 11, 0, 11, 0, 11, 0, 0, 0",2026-06-30,"Sitelinks, Reviews, Video, Related searches",informational,Organic
cline mcp,43,43,260,41,8.40,https://mcp.directory/clients/cline,0,0,0.00,0.08,107,"55, 45, 30, 36, 16, 16, 20, 10, 8, 6, 8, 6",2026-06-18,"Image pack, Sitelinks, Video, Image, Ads bottom, Video Carousel, People also ask, Related searches",informational,Organic
chatgpt dev mode,14,14,30,34,13.45,https://mcp.directory/blog/chatgpt-developer-mode-full-access-to-mcp-connectors,0,0,0.00,0.14,108,"2, 2, 2, 2, 2, 2, 12, 2, 2, 5, 2, 2",2026-06-12,"Sitelinks, Video, Video Carousel, People also ask, Related searches, Discussions and forums",informational,Organic
coolify mcp,12,12,50,14,0.00,https://mcp.directory/servers/coolify,0,0,0.00,0.01,94,"6, 6, 6, 34, 6, 6, 6, 6, 6, 6, 6, 100",2026-06-22,"Sitelinks, Reviews, Video, People also ask, Related searches",commercial,Organic
fastapi mcp,42,42,480,22,0.00,https://mcp.directory/blog/fastmcp-vs-fastapi-mcp-vs-python-sdk-2026,0,0,0.00,0.01,125,"100, 100, 100, 88, 48, 32, 26, 26, 17, 21, 21, 17",2026-06-28,"Video, Related searches, AI overview",informational,Organic
web-search-mcp,37,37,210,19,2.37,https://mcp.directory/skills/web-search,0,0,0.00,0.08,134,"26, 53, 65, 80, 100, 80, 100, 80, 80, 100, 100, 100",2026-06-07,"Sitelinks, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
mcp terminal,22,22,210,11,0.00,https://mcp.directory/compare/terminal-vs-terminal-control,0,0,0.00,0.33,128,"13, 0, 20, 2, 45, 0, 100, 0, 0, 0, 0, 0",2026-06-03,"Image pack, Sitelinks, Video, Related searches, AI overview",informational,Organic
revit mcp,26,26,140,30,2.78,https://mcp.directory/servers/revit,0,0,0.00,0.03,179,"53, 65, 65, 42, 42, 11, 65, 19, 19, 42, 42, 100",2026-06-14,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
revit mcp,29,29,140,30,2.78,https://mcp.directory/servers/revit,0,0,0.00,0.03,179,"53, 65, 65, 42, 42, 11, 65, 19, 19, 42, 42, 100",2026-06-14,"Image pack, Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
code agent leaderboard,44,44,50,33,5.67,https://mcp.directory/skills/leaderboard,0,0,0.00,0.3,130,"0, 0, 82, 23, 23, 11, 82, 100, 11, 11, 11, 11",2026-07-05,"Sitelinks, Video, Related searches",commercial,Organic
code agent leaderboard,51,51,50,33,5.67,https://mcp.directory/skills/leaderboard,0,0,0.00,0.3,130,"0, 0, 82, 23, 23, 11, 82, 100, 11, 11, 11, 11",2026-07-05,"Sitelinks, Video, Related searches",commercial,Organic
doordash mcp,31,31,70,,0.00,https://mcp.directory/blog,0,0,0.00,0.04,98,"52, 17, 11, 0, 0, 100, 0, 0, 11, 100, 100, 17",2026-07-02,"Sitelinks, Video, Related searches",informational,Organic
grep mcp,31,31,90,7,0.00,https://mcp.directory/blog/semgrep-mcp-complete-guide-2026,0,0,0.00,0.33,117,"2, 2, 35, 22, 100, 4, 4, 4, 22, 4, 4, 4",2026-07-11,"Reviews, Video, Related searches",informational,Organic
grep mcp,46,46,90,7,0.00,https://mcp.directory/skills/mgrep,0,0,0.00,0.33,117,"2, 2, 35, 22, 100, 4, 4, 4, 22, 4, 4, 4",2026-07-11,"Reviews, Video, Related searches",informational,Organic
grep mcp,59,59,90,7,0.00,https://mcp.directory/servers/semgrep,0,0,0.00,0.33,117,"2, 2, 35, 22, 100, 4, 4, 4, 22, 4, 4, 4",2026-07-11,"Reviews, Video, Related searches",informational,Organic
brave browser api key,22,22,90,28,1.78,https://mcp.directory/servers/brave-search,0,0,0.00,0.27,97,"5, 5, 5, 5, 5, 5, 5, 5, 100, 82, 43, 5",2026-07-05,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches, Short videos, AI overview",informational,Organic
cline.bot,56,56,30,71,6.21,https://mcp.directory/clients/cline,0,0,0.00,0.19,0,"0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 65",2026-07-05,"Sitelinks, Reviews, Video, Ads top, Ads bottom, Video Carousel, People also ask",navigational,Organic
codex cli config.toml,33,33,50,41,16.61,https://mcp.directory/tools/codex-cli-config-validator,0,0,0.00,0.16,138,"0, 0, 0, 9, 34, 100, 9, 21, 6, 6, 6, 6",2026-06-19,"Sitelinks, Reviews, Video, Ads bottom","informational, transactional",Organic
markitdown mcp,12,12,210,36,0.00,https://mcp.directory/servers/markitdown,0,0,0.00,0.01,99,"18, 100, 44, 28, 81, 28, 18, 23, 15, 23, 18, 28",2026-06-10,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
markitdown mcp,35,35,210,36,0.00,https://mcp.directory/servers/markitdown,0,0,0.00,0.01,99,"18, 100, 44, 28, 81, 28, 18, 23, 15, 23, 18, 28",2026-06-10,"Sitelinks, Video, Video Carousel, People also ask, Related searches",informational,Organic
expo mcp server,17,17,140,8,0.00,https://mcp.directory/skills/react-native-expo,0,0,0.00,0.33,130,"6, 12, 21, 3, 3, 21, 65, 65, 81, 53, 100, 53",2026-06-06,"Sitelinks, Video, Video Carousel, Related searches, AI overview",informational,Organic
zotero mcp,27,27,590,22,0.00,https://mcp.directory/servers/zotero,0,0,0.00,0.33,90,"1, 13, 5, 16, 8, 16, 7, 11, 46, 52, 100, 100",2026-06-26,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
mcp servers for developers,39,39,30,27,4.07,https://mcp.directory/categories/developer-tools,0,0,0.00,0.65,120,"14, 100, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14",2026-07-09,"Sitelinks, Video, Ads top, Ads bottom, Related searches, Discussions and forums",commercial,Organic
idea reality mcp,27,27,50,31,3.71,https://mcp.directory/blog,0,0,0.00,0.05,97,"0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 53, 5",2026-07-05,"Sitelinks, Video, Related searches","informational, navigational",Organic
n8n mcp servers,35,35,90,51,0.00,https://mcp.directory/servers/n8n,0,0,0.00,0.11,100,"8, 10, 18, 18, 14, 100, 8, 10, 22, 0, 29, 4",2026-06-26,"Image pack, Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
n8n mcp servers,46,46,90,51,0.00,https://mcp.directory/blog/n8n-mcp-server-complete-guide-2026,0,0,0.00,0.11,100,"8, 10, 18, 18, 14, 100, 8, 10, 22, 0, 29, 4",2026-06-26,"Image pack, Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
n8n mcp servers,47,47,90,51,0.00,https://mcp.directory/blog/n8n-mcp-server-complete-guide-2026,0,0,0.00,0.11,100,"8, 10, 18, 18, 14, 100, 8, 10, 22, 0, 29, 4",2026-06-26,"Image pack, Sitelinks, Reviews, Video, Ads bottom, Video Carousel, Related searches, AI overview",informational,Organic
rss parser,19,19,90,30,3.37,https://mcp.directory/servers/rss-feed-parser,0,0,0.00,0.02,125,"29, 41, 64, 64, 64, 52, 41, 52, 41, 41, 52, 64",2026-07-11,"Reviews, Video, Video Carousel, Related searches, AI overview",informational,Organic
codex mcp server,28,28,320,24,119.08,https://mcp.directory/clients/codex,0,0,0.00,0.3,128,"0, 0, 0, 24, 100, 24, 20, 16, 20, 36, 24, 24",2026-06-28,"Sitelinks, Video, Ads bottom, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
google mcp servers,24,24,170,68,3.34,https://mcp.directory/publishers/google,0,0,0.00,0.06,135,"17, 2, 11, 2, 2, 2, 2, 2, 17, 100, 14, 14",2026-06-15,"Sitelinks, Video, Video Carousel, Related searches","navigational, transactional",Organic
tableau mcp,48,48,320,28,7.19,https://mcp.directory/publishers/tableau,0,0,0.00,0.01,107,"4, 9, 23, 44, 36, 36, 66, 29, 44, 44, 81, 100",2026-06-10,"Sitelinks, Video, Video Carousel, People also ask, Related searches, AI overview",informational,Organic
llama cpp agent,23,23,40,12,0.00,https://mcp.directory/skills/llama-cpp,0,0,0.00,0.33,129,"11, 11, 82, 41, 11, 82, 11, 11, 11, 11, 11, 11",2026-06-16,"Sitelinks, Video, Video Carousel, Related searches",informational,Organic
mcp context7,19,19,260,37,3.22,https://mcp.directory/servers/context7,0,0,0.00,0.12,94,"8, 22, 66, 100, 66, 29, 66, 66, 2, 100, 43, 18",2026-06-13,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
mcp context7,20,20,260,37,3.22,https://mcp.directory/servers/context7,0,0,0.00,0.12,94,"8, 22, 66, 100, 66, 29, 66, 66, 2, 100, 43, 18",2026-06-13,"Sitelinks, Reviews, Video, People also ask, Related searches",informational,Organic
claude code best practice,16,16,140,36,8.01,https://mcp.directory/blog/claude-code-best-practices,0,0,0.00,0.15,134,"6, 3, 5, 8, 5, 3, 5, 3, 28, 28, 66, 100",2026-07-13,"Sitelinks, Video, Video Carousel, Related searches, Ads middle",commercial,Organic
notion mcp server tool names search_pages create_page update_page,45,45,260,17,0.00,https://mcp.directory/blog/best-notion-mcp-servers,0,0,0.00,0,430,100,2026-07-05,"Reviews, Video, People also ask, Related searches, AI overview",informational,Organic
mermaid mcp,48,48,260,26,0.00,https://mcp.directory/skills/mermaid-expert,0,0,0.00,0.01,193,"43, 35, 43, 54, 29, 66, 54, 35, 43, 54, 100, 100",2026-06-07,"Video, People also ask, Related searches",informational,Organic
ollama with mcp server,26,26,50,39,0.00,https://mcp.directory/servers/ollama,0,0,0.00,0.33,108,"100, 11, 11, 11, 11, 41, 11, 82, 11, 11, 11, 11",2026-06-23,"Sitelinks, Reviews, Video, Video Carousel, People also ask, Related searches",informational,Organic
mcp server google sheets,34,34,590,43,0.00,https://mcp.directory/servers/google-sheets,0,0,0.00,0.09,90,"10, 52, 10, 10, 100, 10, 0, 0, 0, 0, 0, 0",2026-06-16,"Sitelinks, Reviews, Video Carousel, Related searches, AI overview",informational,Organic
discord mcp,17,17,210,28,0.00,https://mcp.directory/servers/discord,0,0,0.00,0.33,65,"18, 28, 35, 35, 35, 15, 28, 23, 35, 44, 100, 54",2026-06-12,"Sitelinks, Reviews, Video Carousel, Related searches",informational,Organic
discord mcp,37,37,210,28,0.00,https://mcp.directory/blog/best-discord-mcp-servers,0,0,0.00,0.33,65,"18, 28, 35, 35, 35, 15, 28, 23, 35, 44, 100, 54",2026-06-12,"Sitelinks, Reviews, Video Carousel, Related searches",informational,Organic
