Groups,Keyword,Intent,Volume,Trend,Keyword Difficulty,CPC (USD),Competitive Density,SERP Features,Number of Results
"development,mcp",mcp development,Informational,140,"0.66,1.00,0.80,0.80,0.80,0.66,0.52,0.42,0.42,0.42,0.66,0.42",48,6.48,0.12,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",128
"directory,mcp",mcp directory,"Informational, Transactional",320,"0.81,1.00,1.00,0.50,0.31,0.44,0.31,0.19,0.25,0.25,0.31,0.31",35,2.22,0.01,"Sitelinks, Video, Related searches",130
"anthropic,directory,mcp",mcp directory anthropic,Informational,50,"0.00,1.00,0.23,0.80,0.23,0.23,0.09,0.09,0.09,0.09,0.09,0.09",57,0.00,0.07,"Sitelinks, Video carousel, Related searches",102
"doc,mcp",mcp docs,Informational,390,"0.26,0.39,0.39,0.26,0.32,1.00,0.21,0.21,0.32,0.17,0.17,0.09",48,8.49,0.04,"Video, Related searches",138
"document,mcp",mcp document,Informational,90,"1.00,0.00,0.65,0.53,0.00,0.00,0.19,0.00,0.00,0.34,0.00,0.00",71,1.67,0.07,"Video, Video carousel, People also ask, Related searches",128
"document,mcp",mcp documentation,Informational,480,"1.00,1.00,0.83,0.83,0.67,0.67,0.54,0.36,0.44,0.36,0.36,0.36",56,1.67,0.07,"Video, Related searches",135
"endpoint,mcp",mcp endpoint,Informational,110,"0.43,0.34,0.53,0.34,1.00,0.65,0.81,0.06,0.06,0.00,0.00,0.53",39,9.14,0.18,"Sitelinks, AI Overview, Reviews, Image, Video, Video carousel, People also ask, Related searches",130
"example,mcp",mcp example,Informational,260,"0.67,0.67,1.00,0.67,0.82,0.35,0.35,0.44,0.18,0.44,0.29,0.44",38,0.71,0.10,"Sitelinks, AI Overview, Image, Image pack, Video, Related searches, Ads bottom, Ads middle",59400000
"example,mcp",mcp examples,Informational,390,"1.00,0.83,0.67,0.67,0.44,0.67,0.67,0.28,0.36,0.67,0.36,0.28",37,0.71,0.10,"Sitelinks, AI Overview, Video, Related searches",60000000
"explained,mcp",mcp explained,Informational,390,"0.81,1.00,0.81,0.54,0.54,0.54,0.36,0.36,0.44,0.44,0.54,0.54",55,0.39,0.11,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",59600000
"ai,mcp",mcp for ai,Informational,210,"1.00,0.65,0.81,0.65,0.81,0.53,0.43,0.43,0.53,0.53,0.81,1.00",52,4.88,0.40,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",123
"agent,ai,mcp",mcp for ai agents,Informational,30,"1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",45,3.22,0.62,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",60000000
"dummies,mcp",mcp for dummies,Informational,40,"0.09,1.00,0.52,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",19,1.77,0.15,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",189
"framework,mcp",mcp framework,Informational,260,"0.81,1.00,0.66,0.54,0.81,0.54,0.35,0.29,0.43,0.43,0.35,0.35",67,2.45,0.22,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom, Ads middle",159
"framework,mcp",mcp frameworks,Informational,70,"0.04,1.00,0.35,0.08,0.10,0.08,0.06,0.08,0.04,0.04,0.06,0.04",55,15.52,0.28,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches",150
"anthropic,mcp",mcp from anthropic,Navigational,40,"0.11,0.11,0.23,0.41,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",64,0.00,0.05,"Sitelinks, Video, Video carousel, People also ask, Related searches, Things to know",109
"form,full,mcp",mcp full form,Informational,390,"0.39,0.32,0.59,0.39,0.48,0.39,0.39,0.26,0.59,0.59,1.00,0.72",79,0.00,0.00,"Sitelinks, Video, Video carousel, People also ask, Related searches",62700000
"ai,form,full,mcp",mcp full form in ai,Informational,70,"0.05,1.00,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.82,0.43",53,0.00,0.02,"AI Overview, Video, Video carousel, People also ask, Related searches",183
"function,mcp",mcp functionality,Informational,40,"0.14,0.14,1.00,0.78,0.14,0.14,0.14,0.14,0.14,0.14,0.14,0.14",66,0.00,0.11,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",127
"gdrive,mcp",mcp gdrive,Informational,40,"1.00,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.14,0.14,0.14,0.14",18,0.00,0.33,"Sitelinks, Video, Related searches",1060000
"ai,gen,mcp",mcp gen ai,Informational,50,"0.64,1.00,0.11,0.23,0.11,0.11,0.11,0.11,0.11,0.11,0.11,0.11",51,3.88,0.33,"AI Overview, Video, Video carousel, People also ask, Related searches",118
"genai,mcp",mcp genai,Informational,90,"0.82,1.00,0.64,0.82,0.41,0.41,0.29,0.23,0.23,0.29,0.23,0.11",47,5.75,0.21,"AI Overview, Image, Video, Video carousel, People also ask, Related searches, Ads bottom",125
"generator,mcp",mcp generator,Informational,30,"0.38,1.00,0.79,0.79,0.38,0.38,0.38,0.38,0.38,0.38,0.38,0.79",9,3.23,0.18,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",188
"guide,mcp",mcp guide,Informational,90,"0.02,0.04,0.02,1.00,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02",44,0.00,0.03,"Sitelinks, Video, Video carousel, Related searches, Ads top, Ads middle",60300000
"host,mcp",mcp host,Informational,260,"1.00,1.00,0.81,0.81,0.54,0.54,0.54,0.22,0.22,0.35,0.08,0.29",50,2.91,0.22,"Sitelinks, AI Overview, Image pack, Video, Short videos, People also ask, Related searches",62700000
"images,mcp",mcp image,Informational,110,"0.66,0.52,0.52,0.52,1.00,0.52,0.42,0.33,0.42,0.42,0.42,0.52",46,0.00,0.33,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches",133
"images,mcp",mcp images,Informational,110,"1.00,0.64,1.00,0.64,1.00,0.64,0.52,0.41,0.64,0.41,0.52,0.64",26,0.00,0.00,"Sitelinks, Image, Image pack, Video, People also ask, Related searches",125
"implementation,mcp",mcp implementation,Informational,70,"1.00,1.00,0.17,0.62,0.17,0.17,0.26,0.45,0.45,0.17,0.17,0.17",61,3.46,0.33,"AI Overview, Video, Related searches",125
"agent,ai,mcp",mcp in agentic ai,Informational,90,"0.09,0.66,0.80,0.80,1.00,0.23,0.09,0.42,0.09,0.23,0.23,0.52",27,4.44,0.40,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",121
"ai,mcp",mcp in ai,Informational,880,"1.00,1.00,1.00,0.59,1.00,1.00,0.72,0.59,0.59,0.72,1.00,1.00",54,2.53,0.24,"Sitelinks, AI Overview, Image pack, Video, People also ask, Related searches, Ads bottom",126
"ai,context,mcp",mcp in ai context,Informational,40,"0.19,0.09,1.00,0.09,0.14,0.09,0.09,0.09,0.14,0.09,0.09,0.09",63,5.16,0.29,"AI Overview, Video, Video carousel, Short videos, People also ask, Related searches",133
"ai,mcp,meaning",mcp in ai meaning,Informational,70,"0.07,0.26,0.42,0.42,0.42,0.42,0.42,0.53,0.34,0.42,0.65,1.00",58,0.54,0.11,"AI Overview, Image, Video, Short videos, People also ask, Related searches",128
"llm,mcp",mcp in llm,Informational,40,"0.77,0.22,0.77,0.55,1.00,0.22,0.22,0.22,0.22,0.22,0.22,0.22",73,1.12,0.16,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",131
"mcp,vscode",mcp in vscode,Informational,40,"1.00,0.71,0.57,0.71,1.00,0.57,0.28,0.28,0.71,0.14,0.28,0.28",41,0.00,0.01,"Sitelinks, AI Overview, Video, Video carousel, Related searches",95
"integration,mcp",mcp integration,Informational,260,"0.14,0.26,0.39,0.48,0.21,0.32,0.39,0.32,0.32,0.48,1.00,0.72",62,2.27,0.17,"AI Overview, Video, People also ask, Related searches",124
"integration,mcp",mcp integrations,Informational,110,"0.19,1.00,0.26,0.65,0.42,0.65,0.07,0.07,0.19,0.42,0.80,0.53",40,6.65,0.24,"AI Overview, Reviews, Video, People also ask, Discussions and forums, Related searches",128
"introduction,mcp",mcp introduction,Informational,70,"0.34,1.00,0.06,0.06,0.15,0.06,0.06,0.06,0.06,0.06,0.06,0.06",63,1.64,0.28,"Video, Video carousel, Short videos, Related searches",123
"json,mcp,scheme",mcp json schema,Informational,70,"0.03,0.03,1.00,0.42,0.80,0.19,0.07,0.07,0.07,0.65,0.07,0.07",16,0.00,0.04,"Sitelinks, AI Overview, Video, Related searches",130
"json,mcp,specs",mcp json spec,Informational,50,"0.50,1.00,0.14,0.14,0.78,0.14,0.28,0.14,0.14,0.14,0.14,0.14",41,0.00,0.04,"Sitelinks, Video, Video carousel, Related searches",133
"language,mcp,server",mcp language server,Informational,40,"0.05,1.00,0.64,0.64,0.11,0.00,0.11,0.00,0.11,0.00,0.00,0.00",11,0.00,0.01,"Sitelinks, Video, Related searches",86
"layer,mcp",mcp layer,Informational,90,"0.03,0.42,0.42,0.07,0.42,0.42,0.42,0.53,0.53,0.53,0.65,1.00",35,5.79,0.06,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom",132
"list,mcp",mcp list,Informational,260,"0.53,0.81,1.00,1.00,0.53,0.67,0.43,0.43,0.53,0.53,0.67,0.43",45,0.00,0.01,"Sitelinks, Video, Video carousel, Related searches",130
"github,list,mcp",mcp list github,Navigational,140,"1.00,0.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",65,0.00,0.04,"Sitelinks, Video, People also ask, Related searches",105
"live,mcp",mcp live,Informational,30,"0.00,1.00,0.64,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00",41,0.54,1.00,"AI Overview, Video, Video carousel, People also ask, Related searches",45300000
"llm,mcp",mcp llm,Informational,880,"1.00,0.68,0.68,0.37,0.25,0.31,0.25,0.16,0.02,0.20,0.16,0.05",65,1.42,0.09,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches, Ads bottom",126
"agent,llm,mcp",mcp llm agent,Informational,30,"1.00,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40,0.40",48,4.02,0.26,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",126
"llm,mcp,protocol",mcp llm protocol,Informational,40,"0.21,1.00,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21,0.21",74,1.66,0.86,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, People also ask, Related searches",14600000
"llms,mcp",mcp llms,Informational,170,"0.54,1.00,0.10,0.43,1.00,0.06,0.04,0.00,0.22,0.29,0.22,0.14",82,1.61,0.12,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",124
"logo,mcp",mcp log in,"Navigational, Transactional",90,"1.00,0.64,1.00,0.64,1.00,0.64,0.82,0.45,0.64,0.45,0.36,0.45",38,0.00,0.33,"AI Overview, Reviews, Video, Video carousel, People also ask, Related searches",130
"learning,machine,mcp",mcp machine learning,Informational,40,"0.09,0.52,1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",63,2.53,0.13,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches, Ads bottom",120
"marketplace,mcp",mcp marketplace,"Informational, Commercial",1000,"0.52,0.46,0.52,0.37,0.46,0.31,0.84,0.25,0.52,0.84,1.00,0.68",44,2.45,0.01,"Video, Related searches",131
"mcp,meaning",mcp meaning,Informational,3600,"0.19,0.19,0.29,0.23,0.29,0.29,0.29,0.19,0.29,0.36,0.81,1.00",62,0.61,0.01,"AI Overview, Video, People also ask, Related searches",131
"ai,mcp,meaning",mcp meaning ai,Informational,480,"0.55,0.67,0.67,0.67,0.45,0.36,0.45,0.24,0.55,0.45,0.76,1.00",53,0.34,0.03,"AI Overview, Video, Video carousel, People also ask, Discussions and forums, Related searches",124
"ai,mcp,meaning",mcp meaning in ai,Informational,70,"0.23,1.00,0.64,0.11,0.11,0.11,0.11,0.11,0.23,0.52,0.64,0.82",67,0.58,0.07,"AI Overview, Video, People also ask, Discussions and forums, Related searches",128
"mcp,meaning",mcp means,Informational,260,"0.23,0.23,0.36,0.67,0.04,0.29,0.29,0.29,0.00,0.07,1.00,0.54",66,0.61,0.01,"AI Overview, Video, Short videos, People also ask, Related searches",130
"mcp,medium",mcp medium,Informational,50,"1.00,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09",59,0.00,0.33,"Sitelinks, Image, Video, Video carousel, Related searches",58400000
"context,mcp,model",mcp model context,Informational,40,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00",69,1.32,0.14,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Related searches, Things to know",108
"context,mcp,model,protocol",mcp model context protocol,Informational,1900,"0.52,1.00,0.52,0.80,0.80,0.80,0.16,0.20,0.20,0.16,0.24,0.52",80,3.05,0.32,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Things to know",159
"context,mcp,model,protocol,specifications",mcp model context protocol specification,Informational,50,"1.00,0.00,0.00,0.05,0.02,0.02,0.00,0.00",59,0.00,0.00,"Reviews, Video, People also ask, Related searches",132
"ai,mcp,news",mcp news ai,Informational,110,"1.00,0.05,0.82,0.12,0.00,0.00,0.00,0.00",49,0.00,0.00,"Sitelinks, Video, Video carousel, Related searches",125
"azure,mcp",mcp on azure,"Informational, Transactional",50,"0.05,1.00,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05,0.05",53,0.00,0.14,"Sitelinks, Video, Video carousel, Related searches",107
"ai,mcp,open",mcp open ai,"Informational, Transactional",40,"0.37,1.00,0.37,0.00,0.63,0.00,0.00,0.00,0.00,0.00,0.37,0.00",48,4.80,0.10,"Video, Video carousel, People also ask, Related searches, Ads top, Ads bottom",110
"mcp,openai",mcp openai,"Informational, Navigational",390,"0.83,1.00,0.56,0.44,0.44,0.44,0.14,0.14,0.08,0.14,0.14,0.14",55,4.13,0.06,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches, Ads bottom",44300000
"mcp,overview",mcp overview,Informational,110,"0.52,0.80,1.00,0.66,0.09,0.52,0.33,0.33,0.33,0.33,0.33,0.33",64,3.14,0.22,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",129
"mcp,package",mcp package,Informational,90,"0.09,0.09,0.42,0.42,0.52,0.80,1.00,1.00,0.09,0.09,0.09,0.09",42,0.00,0.01,"AI Overview, Image pack, Video, Video carousel, People also ask, Related searches",135
"mcp,paper",mcp paper,Informational,140,"0.52,0.79,0.52,0.07,0.52,0.07,0.07,0.07,0.07,1.00,0.07,0.14",49,0.00,0.33,"Video, Related searches",198
"mcp,pipe",mcp pip,Informational,320,"1.00,1.00,1.00,0.82,0.82,0.43,0.66,0.66,0.66,0.82,0.66,1.00",48,0.00,0.00,"Sitelinks, Image pack, Video, Video carousel, People also ask, Related searches",125
"mcp,platform",mcp platform,Informational,70,"0.52,1.00,0.52,0.09,0.09,0.80,0.33,0.09,0.09,0.80,0.14,0.52",49,4.07,0.33,"AI Overview, Image pack, Video, People also ask, Related searches, Ads bottom",187
"mcp,program",mcp programming,Informational,30,"1.00,0.05,0.52,0.11,0.00,0.00,0.00,0.00,0.23,0.41,0.11,0.41",82,2.60,0.07,"Sitelinks, AI Overview, Image, Video, Video carousel, People also ask, Related searches",55200000
"mcp,protocol",mcp protocol,"Informational, Commercial",6600,"1.00,1.00,1.00,0.81,0.54,0.54,0.54,0.29,0.36,0.29,0.36,0.36",68,2.46,0.20,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Things to know, Ads bottom",162
"ai,mcp,protocol",mcp protocol ai,Informational,140,"0.80,0.80,0.65,0.80,0.80,1.00,0.65,0.53,0.65,0.53,0.34,0.26",64,2.60,0.44,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",222
"anthropic,mcp,protocol",mcp protocol anthropic,Navigational,90,"0.80,0.66,0.52,0.52,0.19,1.00,0.14,0.14,0.14,0.09,0.09,0.09",82,2.29,0.14,"Sitelinks, Video, People also ask, Related searches, Ads bottom",110
"definition,mcp,protocol",mcp protocol definition,Informational,50,"0.07,1.00,0.65,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.15,0.26",62,1.47,0.12,"Sitelinks, AI Overview, Video, People also ask, Related searches",128
"document,mcp,protocol",mcp protocol documentation,"Informational, Commercial",90,"0.52,0.52,0.52,0.52,1.00,1.00,0.33,0.09,0.09,0.09,0.09,0.09",71,0.00,0.09,"Video, Related searches, Ads top, Ads middle",136
"example,mcp,protocol",mcp protocol example,Informational,70,"0.82,1.00,0.29,0.11,0.41,0.29,0.17,0.11,0.11,0.17,0.11,0.11",50,2.03,0.40,"Sitelinks, AI Overview, Image, Image pack, Video, People also ask, Related searches",125
"explained,mcp,protocol",mcp protocol explained,Informational,50,"0.36,0.81,0.81,0.36,0.45,0.45,0.36,0.18,0.45,0.18,0.18,1.00",60,0.79,0.47,"Sitelinks, AI Overview, Image, Video, Video carousel, Short videos, Related searches, Ads bottom",8470000
"llm,mcp,protocol",mcp protocol llm,Informational,50,"0.06,0.06,1.00,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06",70,0.00,0.43,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",158
"mcp,news,protocol",mcp protocol news,Informational,1000,"0.80,0.00,0.08,1.00,0.03,0.08,0.00,0.00",52,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",120
"mcp,protocol,specs",mcp protocol spec,Informational,50,"0.52,0.52,0.33,0.14,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00",51,2.46,0.20,"Video, People also ask, Related searches",133
"mcp,protocol,specifications",mcp protocol specification,Informational,110,"0.52,0.52,1.00,0.66,0.80,0.52,0.66,0.33,0.33,0.42,0.33,0.66",52,2.35,0.15,"AI Overview, Video, Video carousel, Related searches",4620000
"mcp,protocol",mcp protocols,Informational,70,"0.00,0.00,0.05,0.00,0.00,0.35,0.00,0.00,1.00,0.23,0.00,0.00",75,2.46,0.20,"Sitelinks, AI Overview, Video, People also ask, Related searches",130
"mcp,python,sdk",mcp python sdk,Navigational,720,"1.00,0.81,0.81,0.62,0.55,0.30,0.20,0.16,0.16,0.13,0.13,0.13",62,6.22,0.03,"Sitelinks, Video, Related searches",45600000
"anthropic,mcp,registry",mcp registry anthropic,Navigational,40,"0.11,0.11,0.11,0.11,1.00,0.82,0.11,0.11,0.11,0.11,0.11,0.11",57,0.00,0.06,"Sitelinks, Video, Related searches",108
"date,mcp,release",mcp release date,Informational,40,"1.00,0.45,0.45,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",44,0.00,0.33,"AI Overview, Reviews, Video, People also ask, Related searches",114
"mcp,remote,servers",mcp remote servers,Commercial,50,"0.18,1.00,1.00,0.63,0.63,0.45,0.45,0.18,0.00,0.18,0.18,0.18",28,8.99,0.29,"Sitelinks, Video, Video carousel, Related searches",42200000
"mcp,repository",mcp repositories,Informational,30,"0.11,0.00,0.00,0.00,1.00,0.00,0.00,0.41,0.11,0.52,0.05,0.00",68,4.50,0.05,"Sitelinks, Video, Video carousel, Related searches",125
"mcp,resources",mcp resource,Informational,140,"0.43,0.17,1.00,0.43,0.02,0.43,0.28,0.28,0.17,0.28,0.28,0.28",18,2.17,0.04,"Image, Video, Related searches",59100000
"mcp,resources,tool,vs",mcp resource vs tool,Commercial,70,"0.65,0.65,1.00,0.83,0.11,0.11,0.11,0.11,0.11,0.18,0.24,0.11",14,0.00,0.04,"Sitelinks, AI Overview, Video, Video carousel, Discussions and forums, Related searches",97
"mcp,resources",mcp resources,Informational,480,"0.36,0.55,1.00,0.45,0.45,0.45,0.36,0.30,0.24,0.36,0.30,0.36",27,2.17,0.04,"Sitelinks, Image, Video, Video carousel, People also ask, Related searches",125
"mcp,resources,tool,vs",mcp resources vs tools,Commercial,590,"0.01,0.24,1.00,0.01,0.01,0.00,0.01,0.01,0.00,0.00,0.02,0.00",24,7.06,0.05,"Sitelinks, AI Overview, Video, Discussions and forums, Related searches",127
"mcp,rust",mcp rust,Informational,170,"0.67,0.54,0.28,0.04,0.04,0.04,0.04,1.00,0.04,0.04,0.04,0.04",7,0.00,0.33,"Sitelinks, Image, Video, Video carousel, Related searches",129
"mcp,sample",mcp sample,Informational,90,"0.11,0.11,0.11,0.11,0.82,1.00,0.82,0.64,0.82,0.52,0.64,0.17",25,2.46,0.04,"Sitelinks, AI Overview, Image, Image pack, Video, Video carousel, Related searches",128
"mcp,search",mcp search,Commercial,140,"1.00,0.65,0.43,0.65,0.06,0.28,0.34,0.15,0.65,0.28,0.34,0.34",41,0.00,0.01,"Sitelinks, Video, Video carousel, Related searches",131
"ai,mcp,server",mcp server ai,Informational,390,"0.18,0.81,1.00,0.81,0.66,0.66,0.66,0.35,0.35,0.81,0.81,1.00",71,3.26,0.44,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",120
"anthropic,mcp,server",mcp server anthropic,Informational,140,"1.00,0.53,0.80,0.42,0.26,1.00,0.26,0.19,0.26,0.19,0.26,0.53",50,4.27,0.15,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches",108
"app,mcp,sdk,server",mcp server apps sdk,Informational,110,"0.00,0.00,0.00,0.00,0.00,1.00,0.01,0.01,0.01,0.01,0.01,0.01",35,0.00,0.04,"AI Overview, Video, Discussions and forums",149
"architecture,mcp,server",mcp server architecture,Informational,260,"0.18,1.00,1.00,0.66,0.44,0.66,0.35,0.35,0.28,0.44,0.44,0.35",50,3.69,0.25,"Sitelinks, AI Overview, Image, Video, Video carousel, Related searches",135
"architecture,diagram,mcp,server",mcp server architecture diagram,Informational,90,"0.00,0.00,0.52,0.33,0.66,1.00,0.33,0.23,0.33,0.52,0.66,1.00",28,4.20,0.16,"Sitelinks, Reviews, Image, Image pack, Video, Related searches",136
"claude,code,mcp,server",mcp server claude code,Informational,50,"0.23,0.04,1.00,0.52,0.09,0.33,0.23,0.14,0.42,0.33,0.52,0.23",24,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, Related searches",108
"architecture,client,mcp,server",mcp server client architecture,Informational,30,"1.00,0.27,0.27,0.27,0.27,0.27,0.18,0.18,0.18,0.18,0.18,0.18",22,2.83,0.27,"Sitelinks, AI Overview, Image pack, Video, Video carousel, Related searches, Ads bottom",133
"client,mcp,server",mcp server clients,Informational,210,"0.26,1.00,0.48,0.02,0.02,0.00,0.02,0.02,0.02,0.00,0.02,0.02",43,4.84,0.13,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom",133
"context,mcp,server",mcp server context,Informational,40,"0.11,0.23,0.11,0.11,1.00,0.11,0.11,0.11,0.11,0.11,0.11,0.11",70,0.00,0.02,"Sitelinks, AI Overview, Video, Video carousel, Related searches",133
"date,explorer,mcp,server",mcp server data exploration,Commercial,50,"1.00,0.81,1.00,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17",12,0.00,0.33,"Sitelinks, Video, Video carousel, Discussions and forums, Related searches, Ads top",1890000
"definition,mcp,server",mcp server definition,Informational,480,"0.36,0.62,0.62,1.00,0.62,0.06,0.13,0.20,0.08,0.16,0.24,0.36",66,0.50,0.11,"Sitelinks, AI Overview, Image, Video, People also ask, Related searches",20400000
"design,digital,good,mcp,server,storefront",mcp server design for digital goods storefront,Informational,390,"0.04,0.37,1.00",16,0.00,0.00,"Sitelinks, AI Overview, Video, Video carousel, Related searches",36400000
"diagram,mcp,server",mcp server diagram,Informational,110,"0.64,0.64,0.82,0.64,0.82,0.64,0.52,0.41,0.41,0.52,1.00,0.64",39,3.34,0.06,"Image, Image pack, Video, People also ask, Related searches",130
"document,mcp,server",mcp server documentation,Informational,110,"0.52,0.80,0.52,1.00,0.80,1.00,0.42,0.23,0.33,0.33,0.23,0.33",56,3.11,0.18,"Sitelinks, Video, Related searches",125
"explanation,mcp,server",mcp server explanation,Informational,50,"0.64,1.00,0.78,0.50,0.00,0.00,0.07,0.14,0.14,0.50,0.07,0.00",39,1.53,0.35,"Sitelinks, AI Overview, Video, Video carousel, Related searches",125
"github,mcp,server",mcp server for github,Navigational,50,"1.00,1.00,1.00,0.55,0.77,0.22,0.22,0.33,0.22,0.22,0.22,0.22",72,0.00,0.13,"Sitelinks, Video, Video carousel, Short videos, Discussions and forums, Related searches, Ads bottom",66100000
"free,mcp,server",mcp server free,Informational,170,"1.00,0.54,0.02,0.02,0.02,0.02,0.01,0.02,0.02,0.00,0.02,0.06",18,2.87,0.56,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads top, Ads middle",125
"github,mcp,server",mcp server github,"Navigational, Transactional",1000,"1.00,1.00,0.81,0.81,0.81,0.81,0.45,0.36,0.45,0.30,0.24,0.24",72,3.41,0.06,"Sitelinks, Video, Related searches",59200000
"host,mcp,server",mcp server hosted,Informational,30,"0.05,0.11,0.11,0.11,1.00,0.05,0.00,0.29,0.23,0.00,0.23,0.29",53,2.89,0.24,"Sitelinks, AI Overview, Reviews, Video, Video carousel, Related searches",135
"implementation,mcp,server",mcp server implementation,Informational,70,"1.00,0.78,0.78,0.14,0.50,0.64,0.14,0.14,0.14,0.14,0.14,0.50",40,2.38,0.41,"Sitelinks, AI Overview, Video, Video carousel, Related searches, Ads bottom, Ads middle",114
"list,mcp,server",mcp server list,Informational,1000,"1.00,0.81,1.00,0.81,0.62,0.36,0.36,0.30,0.24,0.45,0.24,0.24",31,1.72,0.06,"Sitelinks, AI Overview, Video, Video carousel, People also ask, Related searches, Ads bottom",98
"llm,mcp,server",mcp server llm,Informational,170,"0.81,1.00,0.22,0.04,0.06,0.04,0.18,0.04,0.06,0.04,0.04,0.04",53,2.99,0.29,"Sitelinks, AI Overview, Video, People also ask, Related searches, Ads bottom",121
"management,mcp,server",mcp server manager,Informational,30,"0.18,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18",33,4.98,0.25,"Sitelinks, Reviews, Video, Video carousel, Related searches, Ads top, Ads bottom",103
"marketplace,mcp,server",mcp server marketplace,Commercial,170,"0.80,1.00,0.65,0.42,0.34,0.42,0.34,0.34,0.80,0.26,0.80,0.53",62,3.78,0.41,"Sitelinks, Video, Related searches, Ads top",135
"mcp,meaning,server",mcp server meaning,Informational,2900,"0.01,0.19,0.36,0.43,0.66,0.66,0.43,0.36,0.54,0.66,1.00,1.00",50,0.45,0.12,"Sitelinks, AI Overview, Video, People also ask, Related searches",129
"mcp,overview,server",mcp server overview,Informational,70,"1.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.26,0.26,0.18,0.18",53,3.45,0.46,"Sitelinks, AI Overview, Reviews, Video, Video carousel, People also ask, Related searches, Ads bottom",127
"mcp,project,server",mcp server projects,"Informational, Commercial",50,"0.41,0.41,1.00,0.11,0.11,0.11,0.64,0.11,0.11,0.11,0.11,0.11",32,2.40,0.18,"Sitelinks, Video, Video carousel, Discussions and forums, Related searches",148
"mcp,protocol,server",mcp server protocol,Informational,110,"0.81,1.00,0.53,0.66,0.81,0.43,0.00,0.00,0.32,0.43,0.43,0.19",79,2.59,0.26,"Sitelinks, AI Overview, Video, Short videos, People also ask, Related searches, Ads bottom",158
"mcp,protocol,server",mcp server protocols,Informational,90,"0.66,0.80,1.00,0.52,0.52,0.52,0.33,0.23,0.00,0.33,0.04,0.33",68,3.02,0.30,"Sitelinks, AI Overview, Video, Video carousel, Short videos, People also ask, Discussions and forums, Related searches",131
